ID,PERMIT#,  PERMIT_TYPE,         ISSUE_DATE,        ESTIMATED_COST,         AMOUNT_WAIVED,   AMOUNT_PAID,    TOTAL_FEE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,  SUFFIX,WORK_DESCRIPTION,   PIN1,   PIN2,  PIN3,  PIN4, PIN5, PIN6, PIN7, PIN8, PIN9,     PIN10,CONTRACTOR_1_TYPE,CONTRACTOR_1_NAME,CONTRACTOR_1_ADDRESS,CONTRACTOR_1_CITY,CONTRACTOR_1_STATE,CONTRACTOR_1_ZIPCODE,CONTRACTOR_1_PHONE,CONTRACTOR_2_TYPE,CONTRACTOR_2_NAME,CONTRACTOR_2_ADDRESS,CONTRACTOR_2_CITY,CONTRACTOR_2_STATE,CONTRACTOR_2_ZIPCODE,CONTRACTOR_2_PHONE,CONTRACTOR_3_TYPE,CONTRACTOR_3_NAME,CONTRACTOR_3_ADDRESS,CONTRACTOR_3_CITY,CONTRACTOR_3_STATE,CONTRACTOR_3_ZIPCODE,CONTRACTOR_3_PHONE,CONTRACTOR_4_TYPE,CONTRACTOR_4_NAME,CONTRACTOR_4_ADDRESS,CONTRACTOR_4_CITY,CONTRACTOR_4_STATE,CONTRACTOR_4_ZIPCODE,CONTRACTOR_4_PHONE,CONTRACTOR_5_TYPE,CONTRACTOR_5_NAME,CONTRACTOR_5_ADDRESS,CONTRACTOR_5_CITY,CONTRACTOR_5_STATE,CONTRACTOR_5_ZIPCODE,CONTRACTOR_5_PHONE,CONTRACTOR_6_TYPE,CONTRACTOR_6_NAME,CONTRACTOR_6_ADDRESS,CONTRACTOR_6_CITY,CONTRACTOR_6_STATE,CONTRACTOR_6_ZIPCODE,CONTRACTOR_6_PHONE,CONTRACTOR_7_TYPE,CONTRACTOR_7_NAME,CONTRACTOR_7_ADDRESS,CONTRACTOR_7_CITY,CONTRACTOR_7_STATE,CONTRACTOR_7_ZIPCODE,CONTRACTOR_7_PHONE,CONTRACTOR_8_TYPE,CONTRACTOR_8_NAME,CONTRACTOR_8_ADDRESS,CONTRACTOR_8_CITY,CONTRACTOR_8_STATE,CONTRACTOR_8_ZIPCODE,CONTRACTOR_8_PHONE,CONTRACTOR_9_TYPE,CONTRACTOR_9_NAME,CONTRACTOR_9_ADDRESS,CONTRACTOR_9_CITY,CONTRACTOR_9_STATE,CONTRACTOR_9_ZIPCODE,CONTRACTOR_9_PHONE,CONTRACTOR_10_TYPE,CONTRACTOR_10_NAME,CONTRACTOR_10_ADDRESS,CONTRACTOR_10_CITY,CONTRACTOR_10_STATE,CONTRACTOR_10_ZIPCODE,CONTRACTOR_10_PHONE,CONTRACTOR_11_TYPE,CONTRACTOR_11_NAME,CONTRACTOR_11_ADDRESS,CONTRACTOR_11_CITY,CONTRACTOR_11_STATE,CONTRACTOR_11_ZIPCODE,CONTRACTOR_11_PHONE,CONTRACTOR_12_TYPE,CONTRACTOR_12_NAME,CONTRACTOR_12_ADDRESS,CONTRACTOR_12_CITY,CONTRACTOR_12_STATE,CONTRACTOR_12_ZIPCODE,CONTRACTOR_12_PHONE,CONTRACTOR_13_TYPE,CONTRACTOR_13_NAME,CONTRACTOR_13_ADDRESS,CONTRACTOR_13_CITY,CONTRACTOR_13_STATE,CONTRACTOR_13_ZIPCODE,CONTRACTOR_13_PHONE,CONTRACTOR_14_TYPE,CONTRACTOR_14_NAME,CONTRACTOR_14_ADDRESS,CONTRACTOR_14_CITY,CONTRACTOR_14_STATE,CONTRACTOR_14_ZIPCODE,CONTRACTOR_14_PHONE,CONTRACTOR_15_TYPE,CONTRACTOR_15_NAME,CONTRACTOR_15_ADDRESS,CONTRACTOR_15_CITY,CONTRACTOR_15_STATE,CONTRACTOR_15_ZIPCODE,CONTRACTOR_15_PHONE,LATITUDE,LONGITUDE,LOCATION
1683723,100114908,PERMIT - NEW CONSTRUCTION,06/14/2006,$1938240.00,$0.00,$9366.55,$9366.55,5901,S,HALSTED,ST,"NEW CONSTRUCTION, ONE STORY RETAIL BUILDING - BUILDING J",20-16-300-001-0000,,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH HANSEN ASSOCIATES,,,,,,CONTRACTOR-ELECTRICAL,MIDWESTERN ELECTRIC CO. INC.,15550 S. KEDZIE AVE.,MARKHAM,IL,60426,(708)333-9841,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTRUCTION GROUP,",400 W. HURON,CHICAGO,IL,60610-,(312)266-9800 x,CONTRACTOR-HEATING,ADVANCED MECH,2080 CARBOY,MT  PRSPCT,IL,60056-,(847)593-2510 x,MASON - CONCRETE ONLY,MARTIN CEMENT COMPANY,25 FORESTWOOD DRIVE,ROMEOVILLE,IL,60446-,(815)886-0400 X,CONTRACTOR-REFRIGERATION,ADVANCED MECH,2080 CARBOY,MT  PRSPCT,IL,60056-,(847)593-2510 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.786936654,-87.644819194,"(41.786936653518346, -87.64481919412383)"
1683724,100114909,PERMIT - NEW CONSTRUCTION,05/31/2006,$3522080.00,$0.00,$14686.75,$14686.75,5925,S,HALSTED,ST,"NEW CONSTRUCTION, ONE STORY RETAIL DEVELOPMENT - BUILDING I",20-16-300-010-0000,,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH HANSEN ASSOCIATES,,,,,,CONTRACTOR-ELECTRICAL,MIDWESTERN ELECTRIC CO. INC.,15550 S. KEDZIE AVE.,MARKHAM,IL,60426,(708)333-9841,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTRUCTION GROUP,",400 W. HURON,CHICAGO,IL,60610-,(312)266-9800 x,CONTRACTOR-HEATING,ADVANCED MECH,2080 CARBOY,MT  PRSPCT,IL,60056-,(847)593-2510 x,MASON - CONCRETE ONLY,MARTIN CEMENT COMPANY,25 FORESTWOOD DRIVE,ROMEOVILLE,IL,60446-,(815)886-0400 X,CONTRACTOR-REFRIGERATION,ADVANCED MECH,2080 CARBOY,MT  PRSPCT,IL,60056-,(847)593-2510 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.78630147,-87.644805749,"(41.78630147017811, -87.64480574948976)"
1683725,100114910,PERMIT - NEW CONSTRUCTION,06/09/2006,$3597000.00,$0.00,$10409.35,$10409.35,5932,S,HALSTED,ST,"NEW CONSTRUCTION, ONE STORY RETAIL DEVELOPMENT - BUILDING D",,,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH HANSEN ASSOCIATES,,,,,,CONTRACTOR-ELECTRICAL,MIDWESTERN ELECTRIC CO. INC.,15550 S. KEDZIE AVE.,MARKHAM,IL,60426,(708)333-9841,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTRUCTION GROUP,",400 W. HURON,CHICAGO,IL,60610-,(312)266-9800 x,CONTRACTOR-HEATING,ADVANCED MECH,2080 CARBOY,MT  PRSPCT,IL,60056-,(847)593-2510 x,MASON - CONCRETE ONLY,MARTIN CEMENT COMPANY,25 FORESTWOOD DRIVE,ROMEOVILLE,IL,60446-,(815)886-0400 X,CONTRACTOR-REFRIGERATION,ADVANCED MECH,2080 CARBOY,MT  PRSPCT,IL,60056-,(847)593-2510 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.78602803,-87.645091319,"(41.786028030466255, -87.6450913193069)"
1716589,100134068,PERMIT - RENOVATION/ALTERATION,11/22/2006,$3500000.00,$0.00,$53346.50,$53346.50,8,E,RANDOLPH,ST,"Interior buildout consisting of offices, lockers, and studios - work on Floors lower level through 4 as per plans.",17-10-305-008-0000,17-10-305-009-0000,,,,,,,,,ARCHITECT,BOOTH LAURENCE OGDEN,,,,,,CONTRACTOR-ELECTRICAL,"HUEN ELECTIC, INC.",1801 W. 16TH ST.,BROADVIEW,IL,60155,(708)343-5511,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,CONTRACTOR-PLUMBER/PLUMBING,PL13949-ADVANCE MECHANICAL SYS,2080 S. CARBOY,MT PROSPECT,IL,60056-5750,(847)593-2510 X,CONTRACTOR-VENTILATION,ADVANCED MECHANICAL,2080 S CARBOY,MT PROSPEC,IL,60056-,(847)593-2510 x,OWNER,ROBERT BUONO,400 WEST HURON,CHICAGO,IL,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884601906,-87.627614175,"(41.8846019061405, -87.62761417477049)"
1763511,100155374,PERMIT - RENOVATION/ALTERATION,01/12/2007,$30000.00,$0.00,$547.50,$547.50,1910,W,NORTH,AVE,install retail storefront to existing three-story building,14-31-425-057-1001,14-31-425-057-1002,14-31-425-057-1003,,,,,,,,ARCHITECT,RENTERGHEM JEFFREY A,,,,,,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,MASON - BRICK ONLY,"BUKOMEX, INC.",2835 N. KEDZIE AVE. - STE. B,CHICAGO,IL,60618-,(773)267-3200 X,OWNER,ROBERT BUONO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.910626342,-87.675507074,"(41.910626342412094, -87.67550707390275)"
1767628,100157272,PERMIT - RENOVATION/ALTERATION,04/09/2007,$2000000.00,$0.00,$25890.00,$25890.00,8,E,RANDOLPH,ST,Interior tenant buildout on first and second floors for retail store as per plans,17-10-305-008-0000,17-10-305-009-0000,,,,,,,,,BUILDING OWNER,ROBERT BUONO,400 WEST HURON,CHICAGO,IL,60610,,ARCHITECT,BARTELUCE DANIEL J,,,,,,CONTRACTOR-ELECTRICAL,"GIBSON ELECTRIC CO., INC.",3100 WOODCREEK DR.,DOWNERS GROVE,IL,60515,(630)288-3800,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,PLUMBING CONTRACTOR,PL180789-C. J. ERICKSON PLUMBI,4141 W. 124TH PL,ALSIP,IL,60803-,(708)371-4900 X,CONTRACTOR-VENTILATION,STATE MECHANICAL SERVICES,1707 QUINCY AVE,NAPERVILLE,IL,60540-,(630)357-4747 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884601906,-87.627614175,"(41.8846019061405, -87.62761417477049)"
1788211,100167353,PERMIT - NEW CONSTRUCTION,03/16/2007,$24000000.00,$0.00,$319624.71,$319624.71,642,S,CLARK,ST,"152,000 sq. ft. building addition to an existing 10-story building.  Residential use with retail on the first floor.",17-16-404-019-0000,17-16-404-020-0000,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH LAURENCE OGDEN,,,,,,CONTRACTOR-ELECTRICAL,SHARLEN ELECTRIC COMPANY,P.O. BOX 17597,CHICAGO,IL,60617-,(773)721-0700,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,CONTRACTOR-PLUMBER/PLUMBING,PL183022-ADVANCED MECHANICAL S,2080 S. CARBOY,MT PROSPECT,IL,60056-,(847)593-2510 X,CONTRACTOR-REFRIGERATION,ADVANCE MECHANICAL,2080 S.CARBOY,MT. PROSPECT,IL,60056-,(847)593-2510 x,CONTRACTOR-VENTILATION,ADVANCE MECH SYSTMES,2080 S CARBOY,MT PROSPECT,IL,60056-,(847)593-2510 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.873710736,-87.630797095,"(41.87371073598204, -87.63079709547358)"
1794342,100170627,PERMIT - RENOVATION/ALTERATION,04/06/2007,$30000.00,$0.00,$470.00,$470.00,8,E,RANDOLPH,ST,Revision to permit 100075259 for structural modifications to accommodate an escalator and additional elevator for future retail build out.,17-10-305-008-0000,17-10-305-009-0000,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH LAURENCE OGDEN,,,,,,CONTRACTOR-ELECTRICAL,LELAND ELECTRICAL CONTRACTING,3854 N. LOWELL AVE.,CHICAGO,IL,60641-,(773)491-8613,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,MASON - BRICK AND CONCRETE,ADJUSTABLE FORMS INC,1 EAST PROGRESS RD.,LOMBARD,IL,60148-,(630)953-8700 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884601906,-87.627614175,"(41.8846019061405, -87.62761417477049)"
1815507,100182221,PERMIT - NEW CONSTRUCTION,06/05/2007,$38000000.00,$0.00,$128948.00,$128948.00,860,W,BLACKHAWK,ST,New 27-Story Residential High-rise with Parking Garage and Foundation Only for 6-Story Loft Building.,,,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH LAURENCE OGDEN,,,,,,CONTRACTOR-ELECTRICAL,SHARLEN ELECTRIC COMPANY,P.O. BOX 17597,CHICAGO,IL,60617-,(773)721-0700,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,CONTRACTOR-REFRIGERATION,ADVANCE MECHANICAL,2080 S.CARBOY,MT. PROSPECT,IL,60056-,(847)593-2510 x,CONTRACTOR-VENTILATION,ADVANCE MECH SYSTMES,2080 S CARBOY,MT PROSPECT,IL,60056-,(847)593-2510 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.908646,-87.650642193,"(41.90864599993553, -87.65064219250912)"
1846492,100199501,PERMIT - RENOVATION/ALTERATION,09/13/2007,$1000000.00,$0.00,$7409.60,$7409.60,8,E,RANDOLPH,ST,Revision to Permit 100075259.  Addition of 1 Story with 8 Dwelling Units.,17-10-305-008-0000,17-10-305-009-0000,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH LAURENCE OGDEN,,,,,,CONTRACTOR-ELECTRICAL,LELAND ELECTRICAL CONTRACTING,3854 N. LOWELL AVE.,CHICAGO,IL,60641-,(773)491-8613,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,MASON - BRICK AND CONCRETE,ADJUSTABLE FORMS INC,1 EAST PROGRESS RD.,LOMBARD,IL,60148-,(630)953-8700 X,CONTRACTOR-PLUMBER/PLUMBING,PL058159005-ADVANCE MECHANICAL,2080 S. CARBOY,MT. PROSPECT,IL,60056-,(847)593-2510 X,CONTRACTOR-REFRIGERATION,ADVANCE MECHANICAL,2080 S.CARBOY,MT. PROSPECT,IL,60056-,(847)593-2510 x,CONTRACTOR-VENTILATION,ADVANCE MECHANICAL,2080 S.CARBOY,MT. PROSPECT,IL,60056-,(847)593-2510 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884601906,-87.627614175,"(41.8846019061405, -87.62761417477049)"
1885113,100221308,PERMIT - RENOVATION/ALTERATION,04/30/2008,$10000.00,$0.00,$587.50,$587.50,8,E,RANDOLPH,ST,REVISION TO PERMIT 100075259 TO ADD STRUCTURAL SUPPORTS FOR CURTAIN WALL.,17-10-305-008-0000,17-10-305-009-0000,,,,,,,,,ARCHITECT,BOOTH LAURENCE OGDEN,,,,,,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,OWNER,ROBERT BUONO,400 W. HURON,CHICAGO,IL,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884601906,-87.627614175,"(41.8846019061405, -87.62761417477049)"
1887863,100222656,PERMIT - RENOVATION/ALTERATION,02/04/2008,$200000.00,$0.00,$9197.00,$9197.00,642,S,CLARK,ST,"Revision to Permit #100167353.  Revision work will be conducted in the basement, 1st, 11th, 12th, and 16th floors.",17-16-404-019-0000,17-16-404-020-0000,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,BOOTH LAURENCE OGDEN,,,,,,CONTRACTOR-ELECTRICAL,SHARLEN ELECTRIC COMPANY,P.O. BOX 17597,CHICAGO,IL,60617-,(773)721-0700,EXPEDITOR,CHICAGO BUILDING CONSULT SERV,205 W. RANDOLPH ST.,CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,CONTRACTOR-PLUMBER/PLUMBING,PL14365-CHAS F. BRUCKNER & SON,503 W. 26TH ST,CHICAGO,IL,60616-,(312)842-1020 X,CONTRACTOR-REFRIGERATION,EDWARDS ENGINEERING INC,1000 TOUHY AVE,ELK GROVE VILLAGE,IL,60007-,(847)364-0188 x,CONTRACTOR-VENTILATION,EDWARDS ENGINEERING INC,1000 TOUHY AVE,ELK GROVE VILLAGE,IL,60007-,(847)364-0188 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.873710736,-87.630797095,"(41.87371073598204, -87.63079709547358)"
2011268,100275142,PERMIT - EASY PERMIT PROCESS,01/20/2009,$4800.00,$0.00,$200.00,$200.00,211,W,WACKER,DR,"REPAIR AND PATCH EXIST DRYWALL, REPLACE FLOOR, WALL CERAMIC TILES, PAINTING. S.A.E., SUBJECT TO FIELD INSPECTION",17-09-414-006-1037,17-09-414-006-1038,17-09-414-006-1035,17-09-414-006-1036,17-09-414-006-1032,17-09-414-006-1033,17-09-414-006-1034,17-09-414-006-1017,17-09-414-006-1018,17-09-414-006-1019,CONTRACTOR-GENERAL CONTRACTOR,BUONO DEVELOPMENT COMPANY,40 E. 9TH ST. #1509,CHICAGO,IL,60605,(312)446-1644,OWNER,ANTHONY MAZZONE,211 W WALKER #120,CHICAGO,IL,60606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88670788,-87.634318545,"(41.88670787976228, -87.63431854507897)"
2023441,100279633,PERMIT - RENOVATION/ALTERATION,04/16/2009,$210000.00,$0.00,$1169.90,$1169.90,2026,W,COULTER,ST,"INTERIOR AND EXTERIOR REMODELING,  REPLACE ENTRY STAIRS,REMOVE ENCLOSED PORCH,ADD REAR STAIR, ADD PARAPET AND REMOVE PART OF ROOF",17-30-111-067-0000,,,,,,,,,,ARCHITECT,PROENZA EDUARDO,,,,,,CONTRACTOR-ELECTRICAL,BLUE LINE ELECTRICAL CONTRACTO,P.O. BOX 1836,MELROSE PARK,IL,60161-,(847)671-5461 x,CONTRACTOR-GENERAL CONTRACTOR,BUONO DEVELOPMENT COMPANY,40 E. 9TH ST. #1509,CHICAGO,IL,60605,(312)446-1644,PLUMBING CONTRACTOR,"SPECIAL PLUMBING, INC.",5940 W. GRACE ST.,CHICAGO,IL,60634-,(312)497-0890 X,CONTRACTOR-REFRIGERATION,FIRST CHOICE,3435 W MARDAN DRIVE,LONG GROVE,IL,60047-,(847)361-6809 x,CONTRACTOR-VENTILATION,FIRST CHOICE,3435 W MARDAN DRIVE,LONG GROVE,IL,60047-,(847)361-6809 x,OWNER,ANTHONY MAZZONE,40 E 9TH ST. #1509,CHICAGO,IL,60605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.849163575,-87.67684694,"(41.84916357487152, -87.67684693978183)"
2035733,100285055,PERMIT - RENOVATION/ALTERATION,05/19/2009,$120000.00,$0.00,$1496.25,$1496.25,862,N,MOZART,ST,INTERIOR REMODELING EXIST. 3 STORY 6DU APARTMENT BLDG. REPLACE EXISTING ENCLOSED PORCH W/ OPEN REAR PORCH. ERECT STAIRS ENCLOSURE,16-01-325-028-0000,,,,,,,,,,ARCHITECT,FILORAMO MARK R,,,,,,CONTRACTOR-ELECTRICAL,"GARZA ELECTRICAL, INC.",10429 S. AVENUE N,CHICAGO,IL,60617-,(773)491-8685 X,EXPEDITOR,AGATA J. BIELUT,2550 E. CHURCH,DES PLAINES,IL,60016-,(773)829-7477 x,CONTRACTOR-GENERAL CONTRACTOR,BUONO DEVELOPMENT COMPANY,40 E. 9TH ST. #1509,CHICAGO,IL,60605,(312)446-1644,CONTRACTOR-PLUMBER/PLUMBING,"SPECIAL PLUMBING, INC.",5940 W. GRACE ST.,CHICAGO,IL,60634-,(312)497-0890 X,CONTRACTOR-REFRIGERATION,FIRST CHOICE,3435 W MARDAN DRIVE,LONG GROVE,IL,60047-,(847)361-6809 x,CONTRACTOR-VENTILATION,FIRST CHOICE,3435 W MARDAN DRIVE,LONG GROVE,IL,60047-,(847)361-6809 x,OWNER,ANTHONY MAZZONE,862 N. MOZART,CHICAGO,IL,60622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.897492897,-87.698138856,"(41.8974928972649, -87.69813885557988)"
2162467,100339487,PERMIT - EASY PERMIT PROCESS,04/21/2010,$13000.00,$0.00,$375.00,$375.00,1069,W,VERNON PARK,PL,REPAIR/REPLACE ROOF (TEAR OFF) (NO STRUCTURAL WORK)- ALL WORK SAME AS EXISTING; SUBJECT TO FIELD INSPECTIONS,17-17-411-004-0000,,,,,,,,,,EXPEDITOR,"PCG CONSULTING, INC",100 N. LA SALLE ST. APT./SUITE 1710,CHICAGO,IL,60602-,(312)263-4599 x,CONTRACTOR-GENERAL CONTRACTOR,CALLAHAN BUILDERS,12415 SOUTH 73RD AVENUE,PALOS HEIGHTS,IL,60463,(708)448-4747,OWNER,ANNIE MARIE DI BUONO,1069 W. VERNON PK,CHGO,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.872907287,-87.653853474,"(41.87290728658003, -87.65385347419785)"
2162469,100339489,PERMIT - EASY PERMIT PROCESS,04/21/2010,$10600.00,$0.00,$375.00,$375.00,1065,W,VERNON PARK,PL,TEAR OFF FLAT ROOFING DOWN TO DECK AND INSTALL A FIVE PART ROOFING SYSTEM AND INSTALL SBS ROOFING RUBBER GRANULATED MEMBRANE. CUT FIVE ADDITIONAL ROOF VENTS. ( no structural work)  SUBJECT TO FIELD INSPECTION,17-17-411-005-0000,,,,,,,,,,EXPEDITOR,"PCG CONSULTING, INC",100 N. LA SALLE ST. APT./SUITE 1710,CHICAGO,IL,60602-,(312)263-4599 x,CONTRACTOR-GENERAL CONTRACTOR,CALLAHAN BUILDERS,12415 SOUTH 73RD AVENUE,PALOS HEIGHTS,IL,60463,(708)448-4747,OWNER,ANNE MAIRE BUONO,1065 W VERNON  PARK PL,CHGO,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.872910198,-87.653673912,"(41.872910198358035, -87.65367391224837)"
2234577,100376451,PERMIT - NEW CONSTRUCTION,12/17/2010,$580000.00,$0.00,$2967.52,$2967.52,840,W,BLACKHAWK,ST,"Caisson and Foundation Permit Only for New Construction of a 22 Story,324 Unit Apartment Building with 3 Level Parking structure",,,,,,,,,,,OWNER,SMITHFIELD PROPERTIES,400 WEST HURON ATTN: ROB BUONO,CHICAGO,IL,60610-,,ARCHITECT,ANTUNOVICH JOSEPH M,,,,,,CONTRACTOR-ELECTRICAL,"HUEN ELECTIC, INC.",1801 W. 16TH ST.,BROADVIEW,IL,60155,(708)343-5511,EXPEDITOR,CHICAGO BUILDING CONSULTING SE,"205 W. RANDOLPH ST. FLOOR 6, APT./SUITE 650",CHICAGO,IL,60606-,(312)368-5166 x,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTR GROUP, INC.",400 W. HURON,CHICAGO,IL,60654-,(312)266-9800 x,PLUMBING CONTRACTOR,GREAT LAKES PLUMBING,4521 W. DIVERSEY AVE,CHICAGO,IL,60639,(773)489-0400,CONTRACTOR-REFRIGERATION,GT MECHANICAL PRODUCT & DESIGN,15729 S ANNICO DR,HOMER GLEN,IL,60491,(708)645-7400,CONTRACTOR-VENTILATION,GT MECHANICAL PRODUCT & DESIGN,15729 S ANNICO DR,HOMER GLEN,IL,60491,(708)645-7400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.90865641,-87.649843339,"(41.90865641035451, -87.64984333909909)"
